"Park ID","Park Name","Address","Location Description","Park Category","Linear Park System","District","Classification Type","Neighbourhood","Electoral Ward","CCA","Water Area in Hectares","Land Area in Hectares","Polygon","Total Area in Hectares"
"941","Joe Malone Park",,"55 Boulton By","Park and Open Space",,"South","Community","MATHERS","River Heights - Fort Garry","River Heights","0","2.957655","MULTIPOLYGON (((-97.20307096252367 49.85367824896397, -97.20306464440759 49.853750611014405, -97.20324548870344 49.8537577669212, -97.20331341845443 49.853043829265644, -97.20466831955035 49.85309758161731, -97.20462600177666 49.85353782983281, -97.20461819380816 49.85363564930479, -97.2047002540773 49.85365973457778, -97.20470143864283 49.85363416821396, -97.20490634355589 49.85147745352184, -97.20346818651495 49.85142067696816, -97.20349240981501 49.85116557721347, -97.20349765462471 49.85107600713569, -97.20349855507166 49.851012446264065, -97.20349708874693 49.85094823538001, -97.20349418005745 49.85089666116237, -97.20348778351553 49.8508268797385, -97.20347865707197 49.85075783684792, -97.20346717489922 49.850691109191565, -97.20345261513988 49.8506224902408, -97.20343472431105 49.850552011099914, -97.20341459408964 49.85048397441144, -97.20339253353298 49.850418509826206, -97.20336661640498 49.850350110520154, -97.20333955562857 49.85028586982292, -97.20293024798247 49.850269722602015, -97.20295340534467 49.850317308289256, -97.20297446813905 49.85036387284746, -97.20299518945458 49.85041345095038, -97.20301303379601 49.85045989964647, -97.20302906381986 49.85050539957169, -97.20304516035723 49.8505557743393, -97.20305946977074 49.85060587327632, -97.2030714578005 49.850653237700904, -97.20308244515107 49.850702946172134, -97.20309169395297 49.85075195741778, -97.2030989422356 49.850797876640705, -97.20310509900196 49.85084620406303, -97.203109737742 49.850894332795484, -97.2031129870416 49.85094437208468, -97.20311461831535 49.850993377054195, -97.20311468429455 49.85104465779283, -97.2031127386787 49.85110261300128, -97.2031081388227 49.85116614524828, -97.2028816723107 49.85356218249151, -97.20288403067899 49.85357368757213, -97.2028906581842 49.85358447323808, -97.20290115448262 49.85359388796176, -97.20291488552785 49.85360136302927, -97.20293102187158 49.85360644689501, -97.20294880652362 49.85360903580507, -97.20299034872859 49.85361162721422, -97.20301250022149 49.85361673187052, -97.20303232159779 49.85362491362859, -97.20304880641386 49.85363575705498, -97.20306111764032 49.85364871156796, -97.20306863016295 49.85366311939344, -97.20307096252367 49.85367824896397)))","2.957655"
"4661","North Point Park",,"285 North Point Blvd","Park and Open Space",,"North","Neighbourhood","WEST KILDONAN INDUSTRIAL","Old Kildonan","Seven Oaks","0","1.663563","MULTIPOLYGON (((-97.12711832557147 49.96466194450001, -97.12796487925449 49.96388856806947, -97.12652265866899 49.9630002123277, -97.1264864341378 49.963002486782386, -97.12548434728664 49.96391821646364, -97.12711832557147 49.96466194450001)))","1.663563"
"12","Old Market Square",,"275 Bannatyne Ave","Park and Open Space",,"North Downtown","Community","EXCHANGE DISTRICT","Point Douglas","Downtown","0","0.400233","MULTIPOLYGON (((-97.14041044813068 49.898167124782844, -97.14040776369417 49.89841964102642, -97.14012793216985 49.89841835123432, -97.14012677616631 49.89852297978138, -97.13947681838873 49.898518085475224, -97.13943756612767 49.89869158186924, -97.14012389336578 49.898783728663346, -97.14012017280737 49.89912040179432, -97.14021256597468 49.89914231700876, -97.14040277050626 49.89888950721007, -97.14085238182462 49.898309171807554, -97.14085105954935 49.89829465044783, -97.14084533690543 49.89828058150752, -97.14083543793394 49.898267515775395, -97.1408217501754 49.89825596476505, -97.14080480949735 49.89824638068952, -97.14075448745918 49.89822527505435, -97.14070139283186 49.898207224898776, -97.14064596900351 49.89819238095661, -97.14058867881165 49.8981808671872, -97.14053000067821 49.89817277974009, -97.14047042461476 49.89816818615199, -97.14041044813068 49.898167124782844)))","0.400233"
"236","Harris Boulevard",,"W side Harris Blvd between Assiniboine Ave & Armour Cres","Park and Open Space",,"North","Buffer","KIRKFIELD","Charleswood - Tuxedo - Westwood","St. James - Assiniboia","0","0.541334","MULTIPOLYGON (((-97.27762921291 49.875692426422226, -97.27790725355447 49.87570578072327, -97.27837610564384 49.87157087325156, -97.27814092864885 49.87156012098773, -97.27813515710235 49.87164234249737, -97.278148000498 49.87165067587358, -97.27817112540689 49.871669307435134, -97.27818615209776 49.87168832111288, -97.2781977798506 49.871711102679846, -97.2782031722594 49.871729973239745, -97.27820530682605 49.871753015721666, -97.2782046264176 49.87176777672226, -97.27783250989309 49.87501875073858, -97.27782317737295 49.87508718068889, -97.27780768239603 49.87515587051912, -97.27778879854141 49.87522253339097, -97.27776478996375 49.875287985550194, -97.27773481884175 49.87535483511714, -97.2777124895282 49.875400781838806, -97.27767071146634 49.87549679101102, -97.27765598845912 49.87554854299157, -97.27763340682479 49.87564304348103, -97.27762921291 49.875692426422226)))","0.541334"
"467","East End Cultural & Leisure Centre",,"575 Larsen Ave","Park and Open Space",,"East","Community","CHALMERS","Elmwood - East Kildonan","River East","0","1.05373","MULTIPOLYGON (((-97.09866786888409 49.91264885527212, -97.09698981819831 49.91209211999476, -97.09648973686082 49.912720868965806, -97.09761267596885 49.91309313546924, -97.09762844163737 49.91307373463823, -97.09818351598518 49.91325778077613, -97.09866786888409 49.91264885527212)))","1.05373"
"2815","Mosselle Greenspace",,"Between 72 & 80 Mosselle Dr","Park and Open Space",,"North","Linkage","AMBER TRAILS","Old Kildonan","Seven Oaks","0","0.167316","MULTIPOLYGON (((-97.16680252663473 49.96877928995221, -97.1670252632369 49.96849130216265, -97.1668022700912 49.96837680293924, -97.16657954960286 49.968664778828895, -97.16680252663473 49.96877928995221)), ((-97.16668790411298 49.96892742108914, -97.16646491807955 49.96881292517711, -97.166245150493 49.96909719421491, -97.16624840014606 49.96909823887278, -97.16624623692888 49.9692920996269, -97.16637001922716 49.969338583786005, -97.16668790411298 49.96892742108914)))","0.167316"
"1370","Sir John A. MacDonald Park",,"415 Kildonan Meadow Dr","Park and Open Space",,"East","Neighbourhood","MEADOWS","Transcona","Transcona","0","2.322149","MULTIPOLYGON (((-97.03163668587209 49.91154042664347, -97.0291010166564 49.91193925038014, -97.02900375553209 49.91195528221374, -97.02901992063111 49.912008724580794, -97.02911627248065 49.91199235705912, -97.02960426757811 49.91191557524147, -97.0300047127798 49.91331069426775, -97.03157977324292 49.91305588153245, -97.0317934845337 49.9122591929318, -97.03163668587209 49.91154042664347)))","2.322149"
"98","Provencher Park / Notre Dame C.C",,"271 De La Cathedrale Ave","Park and Open Space",,"East","Community","CENTRAL ST. BONIFACE","St. Boniface","St. Boniface","0","4.964378","MULTIPOLYGON (((-97.11901549338013 49.89271707238669, -97.11770848243428 49.89057888833651, -97.11711666355595 49.89073000078812, -97.11692968225812 49.890424089186006, -97.11609998877235 49.890635932650106, -97.11656687745653 49.891400856685934, -97.11538320870677 49.891703066577044, -97.11533842566294 49.891713939320795, -97.1153383638916 49.891729478813254, -97.11534341484116 49.89174644178946, -97.1163569564239 49.89339595137416, -97.11901549338013 49.89271707238669)))","4.964378"
"762","Gauvin Park",,"55 Gauvin St","Park and Open Space",,"East","Neighbourhood","NORWOOD WEST","St. Boniface","St. Boniface","0","0.371789","MULTIPOLYGON (((-97.11985546280901 49.87257650718856, -97.11920242306014 49.87255697352299, -97.11917141199135 49.87257525829045, -97.11915184421404 49.87285187011485, -97.11862059165456 49.87283592227188, -97.11894544077191 49.87309808232934, -97.11981632664221 49.873124243117346, -97.11985546280901 49.87257650718856)))","0.371789"
"298","Tokarz Park",,"840 Beecher Ave","Park and Open Space",,"North","Neighbourhood","TEMPLETON-SINCLAIR","Old Kildonan","Seven Oaks","0","2.454889","MULTIPOLYGON (((-97.13458181157334 49.95506032226842, -97.13458055926532 49.95507157305485, -97.1345766283103 49.95508256399532, -97.13457011306997 49.95509303124984, -97.13438398565629 49.95530573804143, -97.1364764995592 49.955980907344355, -97.13734928333552 49.9548555778548, -97.13506437183688 49.954118579777436, -97.13452118445699 49.955040758884195, -97.13458181157334 49.95506032226842)))","2.454889"
"2821","Bison-Park West Drive Park",,"368 Park West Dr","Greenfield - Future Park",,"South","Greenfield - Future Park: Linkage","BRIDGWATER CENTRE","Waverley West","Fort Garry","1.051337","1.968135","MULTIPOLYGON (((-97.19811851885231 49.79075337247433, -97.19821052230023 49.79080811859991, -97.19829359717069 49.790859461146326, -97.19838067689152 49.79091533293316, -97.19845791852984 49.79096675044063, -97.19854147379904 49.79102445423398, -97.19862843210942 49.79108695254147, -97.19870201684864 49.791141914752096, -97.19877078507741 49.79119511214493, -97.19884451285019 49.7912542419842, -97.19892114097507 49.79131815907116, -97.19899437395662 49.79138176909414, -97.19906276976019 49.791443584972626, -97.199129156469 49.7915059905797, -97.19919410944324 49.79156953456595, -97.1992599656038 49.79163669616826, -97.19931826958698 49.791698663645974, -97.19881488398914 49.79185495543237, -97.19888597395973 49.791932621058734, -97.19938838331477 49.79177662152287, -97.19944665353619 49.791844570190236, -97.19950205802085 49.791912136792064, -97.19955519367458 49.79197994881924, -97.19960889596294 49.792051834765054, -97.19967608857222 49.792147192243725, -97.19974136735861 49.79224657690164, -97.19980247869158 49.79234685606506, -97.19985469967754 49.792439280802164, -97.19991072031284 49.79254697222349, -97.19995829609832 49.7926471668372, -97.20000276696067 49.7927502150588, -97.2000393695595 49.79284394210403, -97.1994983041654 49.79292617107829, -97.19952921096449 49.79301384612694, -97.20007034593628 49.792931600411066, -97.20036950612632 49.793845248732424, -97.20133396526165 49.7937117684527, -97.20102085292092 49.79276074112016, -97.20098144822072 49.79264755402197, -97.20093534217598 49.79252854711456, -97.20088386555652 49.792408451189246, -97.20082844785375 49.792290662414146, -97.2007720218181 49.79218035236381, -97.20073335868645 49.79210938776047, -97.20069142253352 49.7920360524267, -97.20064763847043 49.791963044930704, -97.20059860835771 49.791885098716854, -97.20055576064644 49.791819915979886, -97.20049995180253 49.791738672793514, -97.20044548781185 49.79166296024093, -97.20039495577271 49.791595548710944, -97.20030199166904 49.791497028682926, -97.20020190822781 49.791395259888205, -97.20010225648427 49.791297986320004, -97.19999447858234 49.791196963580845, -97.19988275504663 49.791096466844614, -97.1997435308395 49.790976752726216, -97.19966977530463 49.790910246736786, -97.19959538747058 49.79084537802586, -97.19949444710174 49.79076065665005, -97.19937892167572 49.7906680109259, -97.19930876244489 49.79061383881157, -97.19924205534741 49.79056371285055, -97.19917036689766 49.79051127509875, -97.19909869971355 49.7904602693304, -97.19902847396447 49.79041160368449, -97.19895209968102 49.79036009118874, -97.19887385228928 49.790308779174154, -97.19879777731623 49.79026025348839, -97.1982595038376 49.790655940453604, -97.19819165534562 49.79070404693626, -97.19811851885231 49.79075337247433)))","3.019472"
"1385","Parc Elzéar Goulet Park",,"755 Tache Ave","Park and Open Space","Boni-Vital Parkway","East","Linkage","NORTH ST. BONIFACE","St. Boniface","St. Boniface","0","4.269912","MULTIPOLYGON (((-97.12625030397552 49.89213135046764, -97.12626181463457 49.89214236988406, -97.12627007250478 49.892154546283415, -97.12627480869202 49.892167483179534, -97.1262758689743 49.89218075932269, -97.12608008691171 49.892218911295025, -97.12570531103692 49.892314708232824, -97.12569146528769 49.89232004774482, -97.12568095628878 49.89232794881039, -97.12567486945919 49.89233759537147, -97.1256738334775 49.892347991086815, -97.12567795534785 49.89235806223844, -97.12659147709206 49.89384820696559, -97.12670373941927 49.894064170234195, -97.12794679381089 49.89609182603216, -97.12799010448931 49.8960809810557, -97.12800662322346 49.8960654519386, -97.1295061313435 49.89568149766975, -97.12944766930103 49.89563406800445, -97.12943318582124 49.8956161140854, -97.12940232188612 49.89556083337376, -97.12939812221528 49.895529016104135, -97.12938906205014 49.89549684760141, -97.12938395394468 49.89546330366863, -97.1293651454664 49.89542036372033, -97.1291202493052 49.89517462513287, -97.12909698179156 49.89515697915055, -97.12899762234238 49.89510140530691, -97.12896693075481 49.89507770275021, -97.12891883023178 49.895032490917245, -97.12887754124057 49.894973176867516, -97.12879347855961 49.89488213949309, -97.12876742773807 49.89483926243236, -97.12874452850326 49.89477610747495, -97.12873818979365 49.89476719002201, -97.12867374953662 49.894730439490225, -97.12857420678814 49.89465444359763, -97.12852837170078 49.89460108269282, -97.12852008821856 49.89458124984388, -97.1285133596795 49.89457096513631, -97.1285050418133 49.89456346661511, -97.12847780894849 49.89455115350202, -97.12845831998872 49.89452943067865, -97.12845214826181 49.8945126002791, -97.12845291683341 49.89448913566035, -97.12845019968822 49.894476588699796, -97.12843096121854 49.89445199150609, -97.12842390588874 49.894436406142674, -97.12841043305316 49.894423373492266, -97.12839160670188 49.89440755840069, -97.12830943630374 49.89436115846437, -97.12823119602548 49.89429243239975, -97.12810876367817 49.894149503262675, -97.12808521865949 49.894117460540194, -97.12806502379279 49.89408160405011, -97.12802408800445 49.89402400443839, -97.12800660325249 49.89399367867182, -97.12797960736198 49.893960860595016, -97.12796782796839 49.893937822984846, -97.12796795316561 49.89390940070919, -97.12796475262387 49.89390215299702, -97.12795676520399 49.89389626718335, -97.12791138723914 49.89388150208738, -97.12786391854362 49.893834411045404, -97.12785447700581 49.89381572879554, -97.12782412773373 49.89377602029787, -97.12770517360516 49.89361128086488, -97.12770386183978 49.893595166666344, -97.12764030093643 49.89348898809998, -97.12753202398281 49.893358160403736, -97.12747301013205 49.89329999871067, -97.12742903155221 49.89326348804847, -97.12724038760648 49.89296072599812, -97.12722181820459 49.89294045701741, -97.12719380402444 49.892915987676034, -97.12716771377652 49.892881385024424, -97.12713090537324 49.89278433747951, -97.12709632939668 49.89267163685323, -97.12709381460088 49.892650277991805, -97.12706891456202 49.89259932358492, -97.12704147117267 49.8925745036253, -97.1270137459689 49.892553367069254, -97.12693882751913 49.89244452913893, -97.12690537059653 49.89231009923489, -97.12690491549941 49.89227869921186, -97.12689940892923 49.892266287034786, -97.12690581757695 49.89222303452672, -97.12690128164273 49.89220712997064, -97.12687645029727 49.89217944851768, -97.12685573577377 49.89216078916469, -97.12681872615364 49.892142111088695, -97.12679919356077 49.89212515463329, -97.12677790410511 49.892114016556, -97.12676373558588 49.89210236389784, -97.12672913795801 49.892085432862366, -97.12671681196079 49.89207363103856, -97.12671814825346 49.89205350375621, -97.12671242670407 49.892014282891935, -97.12669575025602 49.89199548361798, -97.12667558459385 49.89198049581766, -97.12665362367991 49.891975913240884, -97.12662231938374 49.89194182885968, -97.12615468098119 49.89206136374133, -97.12625030397552 49.89213135046764)))","4.269912"
"163","Pascoe Playground",,"155 Jordan St","Park and Open Space",,"North","Neighbourhood","WESTON","Point Douglas","Inkster","0","1.647732","MULTIPOLYGON (((-97.18366381123697 49.91400536660267, -97.18200880475021 49.916160410336886, -97.18201260654355 49.916161627602854, -97.18188817379091 49.91632354008821, -97.1836646005408 49.91632330201712, -97.18366381123697 49.91400536660267)))","1.647732"
"110","Carter Park",,"806 Carter Ave","Park and Open Space",,"South","Neighbourhood","EBBY-WENTWORTH","Fort Rouge - East Fort Garry","River Heights","0","0.182151","MULTIPOLYGON (((-97.15383795174085 49.86082807425904, -97.15317612625176 49.861049145327755, -97.15313936944054 49.86106176213684, -97.15313227002773 49.86106712405645, -97.15312448556469 49.861075943765144, -97.15311936774366 49.86108789887469, -97.15311919122847 49.86109906907977, -97.15312075309063 49.86110474080711, -97.1531244076341 49.861111829429966, -97.15329857345762 49.861317462944946, -97.15337328445621 49.861291798229715, -97.15403546219362 49.86107060301304, -97.15383795174085 49.86082807425904)))","0.182151"
"828","Maple Grove Park",,"100 Frobisher Rd","Park and Open Space","Boni-Vital Parkway","East","Regional - Sport","MAPLE GROVE PARK","St. Norbert - Seine River","St. Vital","0","64.862303","MULTIPOLYGON (((-97.11550253761384 49.79294780114768, -97.11547887008567 49.79296779151419, -97.11545866314712 49.79298931463196, -97.11544215150586 49.79301212051048, -97.11542952694961 49.79303594425982, -97.11542093611843 49.7930605091671, -97.11538180556741 49.79312814480044, -97.11508373373233 49.79386684147895, -97.11516019866819 49.79387793290854, -97.11605960423358 49.794016655052815, -97.11607506048722 49.79398990809399, -97.11610258011682 49.79395392513686, -97.11610606625021 49.79393212353925, -97.1161124678943 49.79391396742513, -97.11613346640168 49.793884894656095, -97.11614438847565 49.7938648331098, -97.11614552166472 49.793857115681874, -97.1161289023098 49.79384137371433, -97.11612406843413 49.79382987122803, -97.11614254854179 49.793808403407255, -97.11615445311745 49.79378808798142, -97.11615744853735 49.79375386505279, -97.11618727502855 49.79372646500961, -97.116222933642 49.79368125938444, -97.11625098270873 49.793653110808094, -97.11627465782138 49.793623092066525, -97.11631394703812 49.79358100380996, -97.11635484545697 49.7935475770789, -97.11641899288071 49.79351659723707, -97.1165086374933 49.79343727802631, -97.11654028371927 49.79342385000898, -97.11656871575441 49.79340731136563, -97.11657637200497 49.79339978993616, -97.11658087051255 49.793384121505554, -97.1165916312304 49.793371793149134, -97.11660828987392 49.79336144966572, -97.11662161799359 49.793358158227065, -97.116628859863 49.79335773625025, -97.11667207108181 49.79335780908065, -97.11670729853768 49.79335235499708, -97.11683756556397 49.79328251118992, -97.11693426671094 49.79320393602256, -97.11696498715757 49.793182127323426, -97.11700068863821 49.79316444741033, -97.11702650864673 49.79315434272912, -97.11719191465636 49.79312428865634, -97.11727806012787 49.793095734755276, -97.11731739513198 49.79308468027822, -97.11734228296949 49.793075284489866, -97.11762220835486 49.79292817004597, -97.11774304201094 49.79287220442688, -97.11780349652975 49.792846830785074, -97.11792344514838 49.79281010028577, -97.1180090472763 49.79276327680023, -97.11806696958925 49.79274586759532, -97.11809205599376 49.792740338302515, -97.11816167149772 49.792740299797984, -97.11817051741095 49.7927379248419, -97.11818927289322 49.79272365731447, -97.11820886799745 49.79271282159122, -97.11830505156357 49.792686948637126, -97.11835009927587 49.792682643035754, -97.11837398911283 49.79266854882546, -97.11845410278688 49.792641425264044, -97.11847648701759 49.792644667277116, -97.11850149368743 49.79263760742004, -97.11852081995053 49.792637291639174, -97.11860032278827 49.79260799921317, -97.11862041146136 49.79259159442474, -97.11886198356108 49.79253938744027, -97.11891779918864 49.79254047367393, -97.11899121427022 49.79252484475508, -97.11903744188162 49.79252235708114, -97.11907801579073 49.79250799390813, -97.11913116603411 49.79250256023354, -97.1191670699486 49.792493968074915, -97.11918418916747 49.79248606039965, -97.11920266044235 49.79246477185482, -97.11920965969763 49.79245984818838, -97.11924407787448 49.79245015246323, -97.11931063930504 49.792439269471465, -97.1193568528932 49.79243714125003, -97.11943503911917 49.79243823058763, -97.11948760901326 49.792437015063406, -97.1196113618097 49.79241680575472, -97.11964789681507 49.792413440895324, -97.12005281848262 49.79241641455724, -97.1202020695957 49.79243026036963, -97.1202653628092 49.792432007000265, -97.12040431423475 49.79244271701873, -97.12048545387029 49.792453658310365, -97.12054778171685 49.7924588072921, -97.12078956313779 49.79249797361693, -97.12091633508558 49.79251111114153, -97.12100638241466 49.79252885298507, -97.12110661924491 49.79254181267195, -97.12142869907379 49.79260658404225, -97.12144294360046 49.792597549997325, -97.12145205662395 49.79259544897809, -97.12145424951568 49.79261059643622, -97.12149689986082 49.79262873868124, -97.12163776635788 49.79266898245111, -97.12173241659686 49.79270065093253, -97.1218021975611 49.79271788366256, -97.12195152061186 49.792769418171105, -97.1220427796544 49.79279896252949, -97.12224266557588 49.79287245497143, -97.12264147287537 49.793044429768074, -97.12289611906337 49.79317871634356, -97.12302206605102 49.79324912036098, -97.12307819406496 49.79327449661987, -97.12317461621214 49.793325082485644, -97.12331863340513 49.79340612337754, -97.12367355160166 49.793642508637774, -97.12401742207817 49.793916763469795, -97.12408037977328 49.79395961051576, -97.12414929644966 49.794018158843734, -97.12419636605631 49.79406853118225, -97.12424043484148 49.79410396610202, -97.12425430057651 49.79411192645803, -97.12435668896313 49.7942239550018, -97.12442973237582 49.7942827066978, -97.12448558072103 49.79433695223837, -97.12453851986399 49.79439456881969, -97.12461109154292 49.794458350057255, -97.12464605120337 49.79449579619712, -97.12469031173619 49.794550566468395, -97.12471619282816 49.794575729338774, -97.124736658297 49.79460709396381, -97.12503032263412 49.794979929625235, -97.12506575166655 49.79501963202159, -97.12516416864025 49.79515903081518, -97.12517618438133 49.795186120832334, -97.12518574879421 49.79520051317298, -97.12538935843428 49.79548443220245, -97.12542375011915 49.79553662098411, -97.12548915575238 49.795656505504745, -97.12554474321094 49.795742769093835, -97.12559050538933 49.795795591556086, -97.12562634870308 49.79584618462935, -97.1256722676101 49.79593094244531, -97.12571117320574 49.795977807063764, -97.1258535999162 49.79616514188098, -97.12606481957344 49.796399104851474, -97.12623312737693 49.796553215886675, -97.12639005476224 49.796678178176194, -97.1264617602706 49.79672134526182, -97.12652557789197 49.79676726319668, -97.12666970440974 49.79684227481023, -97.12669772986371 49.79685783986815, -97.12679834972032 49.79690075467131, -97.12696896425419 49.79698078172865, -97.12706817837363 49.79702052525828, -97.12710735948207 49.797042297328495, -97.12723169000306 49.79709378066805, -97.12733321250826 49.79711332215929, -97.12751223432838 49.79712314210522, -97.1275759333199 49.7971253410262, -97.12764569013387 49.79711459482671, -97.12776292842905 49.797101377675624, -97.12782330748382 49.797088770735066, -97.12794990929237 49.79707417553385, -97.12806681052034 49.797058883740924, -97.1280945817941 49.79705222629072, -97.12818536278652 49.79701879184862, -97.12824819957724 49.79700370575096, -97.12829559687 49.79698899983766, -97.12834036890058 49.796966695552435, -97.12836595620321 49.796959013285274, -97.12840908388038 49.79695773109592, -97.12841637472913 49.79695604984824, -97.12842426794275 49.79692793254388, -97.12860045705938 49.79684901271325, -97.1286292450691 49.7968376041216, -97.12866949809555 49.7968387940469, -97.12867599725213 49.79683602057475, -97.12868319373634 49.79682597228188, -97.12867552287419 49.796805069541975, -97.12867779313686 49.79680024882395, -97.12875767117973 49.79676124072092, -97.1287809350245 49.79674533523262, -97.1289331111541 49.79666206916399, -97.12899168204153 49.79662424594992, -97.12906799009735 49.79658050249174, -97.1292133617673 49.79647184975198, -97.12926310782196 49.796446657029854, -97.12935397388688 49.7963749036449, -97.12938233380743 49.7963565616772, -97.12942969486585 49.79633555810155, -97.12951619368161 49.79627254933668, -97.12953607308155 49.79626873252695, -97.12955253573502 49.79625982325611, -97.12955860710646 49.79625011655032, -97.12954094840853 49.796239576953084, -97.12953951367909 49.79622992896113, -97.1296007347187 49.79617739615714, -97.12968319645148 49.79608931552809, -97.12971243367497 49.796062622139246, -97.12973931661482 49.79603211276614, -97.12990444553843 49.79587583388623, -97.13001721727434 49.79574038801072, -97.13006840484053 49.795699386720905, -97.13012354086842 49.79563524161049, -97.13017110002102 49.79555856085255, -97.13024109696553 49.79548017332547, -97.13027047817478 49.79544250801726, -97.1302838895199 49.79540818302794, -97.13037360921078 49.795297551226746, -97.1303884764741 49.79527593290601, -97.13038995442557 49.795266421881244, -97.1303851866501 49.79525672010923, -97.13038589369471 49.79524557751333, -97.13040624574975 49.79521865060584, -97.13041693491297 49.79518284244296, -97.13043643024612 49.79516372749914, -97.13043321769717 49.79512085866224, -97.13043887866742 49.795107367317016, -97.13050468644965 49.79501865753559, -97.13051862222474 49.794988748612816, -97.13056026381453 49.7949394074585, -97.13057665418674 49.794910707509835, -97.13059030265356 49.79482691289256, -97.13068262422311 49.794684749799416, -97.13072001944518 49.794604936403715, -97.1307652714987 49.79455925149875, -97.1307837363491 49.79454884518152, -97.13079996848836 49.79453507462507, -97.13081267960297 49.79451531044528, -97.13081550638042 49.794492418378326, -97.13086490671603 49.79438590308366, -97.13097554767688 49.79422262682577, -97.13100087051023 49.794167625134136, -97.13100251355478 49.7941466029497, -97.13103302236891 49.79402907855033, -97.13116655129576 49.79378737368434, -97.13118056665392 49.793733718720226, -97.13120681997586 49.793683409479264, -97.1312599002338 49.79353539569612, -97.13129924043952 49.79347720188568, -97.13132586213578 49.79337760503698, -97.13136165459727 49.793296056492125, -97.13139518383319 49.79324442534121, -97.1314213531496 49.79319267546806, -97.13144990826972 49.793147530543315, -97.1314547108356 49.79313105689558, -97.1314516802021 49.79310510192804, -97.13145599052105 49.79309419734499, -97.1314788790511 49.79306707008792, -97.13152161229904 49.79299936726412, -97.13154588663052 49.79295352360965, -97.13157500780355 49.79291171599568, -97.13159238620933 49.79288258207696, -97.13165277848039 49.7928080866119, -97.13166922972657 49.7927777683567, -97.13173766646247 49.79268559214986, -97.13175547116221 49.792652597158636, -97.13180159012401 49.79259514215671, -97.13182828691907 49.79254771837744, -97.13185801989742 49.79251527553379, -97.13187401080664 49.79247163697558, -97.13190971971136 49.792424718310926, -97.13192257904082 49.79240468654239, -97.13193382532238 49.79236879726386, -97.13196295566703 49.792323121776796, -97.13199366237723 49.79227981044487, -97.13203917387872 49.79222729289588, -97.13210012543502 49.792141832108285, -97.13211299394318 49.79211433447583, -97.13212941059342 49.7920885131813, -97.13215877837413 49.792054715096576, -97.13217001213431 49.792029979602574, -97.13218646932134 49.79200924302324, -97.1321998448526 49.79199492968, -97.13222138013045 49.791980524813454, -97.13223578104997 49.79196375612566, -97.13226839543191 49.791935857217304, -97.13241377213396 49.79172537523878, -97.13246012673441 49.791676199329, -97.13250645829119 49.79161317046764, -97.13260017593103 49.79150664920621, -97.13262035348816 49.79146973445538, -97.13264735067291 49.791443364025106, -97.1327465114293 49.79133980883821, -97.13278360089008 49.79129669012716, -97.13280341464203 49.791265616341015, -97.1329588562852 49.791067889139505, -97.133004628222 49.79101594840078, -97.13308859600679 49.79092425826598, -97.13318133449833 49.79083229293116, -97.13319575097675 49.79082955684042, -97.13323872965582 49.79075972727804, -97.13328097610362 49.79071255372982, -97.13339885436204 49.790602733119776, -97.13342160887204 49.79057827308569, -97.13344552481352 49.790545286348646, -97.1334546492505 49.79051395026811, -97.13351886364583 49.79043384845468, -97.13356061474289 49.790395931849304, -97.13362250970111 49.79031471318854, -97.13366999802625 49.79027212153508, -97.13375745714987 49.790216231272865, -97.13377774016455 49.79019460980864, -97.13379005996256 49.790174119381845, -97.13380847907204 49.79015399706458, -97.13383866641607 49.79013496383687, -97.13392770070523 49.790020000549575, -97.13395918466848 49.78999253271658, -97.13398802262232 49.78997968438203, -97.13400020561991 49.78996246057438, -97.13400630364183 49.78992699729074, -97.13405911066886 49.78987252757258, -97.13420042963637 49.78973834699038, -97.13429649280572 49.78962844397051, -97.13431957039904 49.78959193543452, -97.13441056796562 49.7895162223405, -97.13441671072175 49.78950822561031, -97.1344222358555 49.7894837577704, -97.13451062161958 49.789367524267355, -97.13454316518789 49.789330538457705, -97.13458178782273 49.78927997786812, -97.13460680695466 49.78925078662737, -97.13465106435342 49.789187363701515, -97.13469522852883 49.78914444824827, -97.13475072016583 49.78905260152931, -97.134827930664 49.78895597722431, -97.13488765751919 49.788833435141804, -97.13499991790938 49.788706881391214, -97.13500278743577 49.78870090082303, -97.1349998685753 49.78868646155719, -97.13502632692878 49.78861978352959, -97.13508713287922 49.78851614857525, -97.13521037349064 49.78826644757495, -97.1352304771667 49.78819157154999, -97.13534076970235 49.78786655228612, -97.13537187236906 49.78772232059091, -97.13539442846924 49.78767401976741, -97.13542495113704 49.78753587564758, -97.13542663585338 49.78751910157995, -97.13542095254896 49.78748257965308, -97.13543074629172 49.78744099968596, -97.13545471717838 49.78740288616685, -97.13547742079388 49.78726751442317, -97.13548168812166 49.78722512588828, -97.13548436315799 49.78704328653547, -97.13548085843772 49.787000682955245, -97.13545559942835 49.786923997331684, -97.13545883412515 49.786857844915815, -97.13540966277192 49.78658980685222, -97.1353694511755 49.7864683544149, -97.13536413777365 49.78644029389663, -97.13534076132892 49.786383337973845, -97.13531694076215 49.78629453197804, -97.1353129564105 49.78626442395944, -97.13530819452924 49.78624859495871, -97.12335619416834 49.79030088425111, -97.12333557613616 49.79027824400028, -97.12329214438928 49.79022165155973, -97.12322941909598 49.79024180554032, -97.12316452181385 49.790161752178456, -97.11558212346856 49.792731560588756, -97.11550253761384 49.79294780114768)))","64.862303"
